city,type,bedrooms,bathrooms,area,price
Dehiwala,house,1,1,1627,44200000.0
Battaramulla,apartment,5,1,3857,116100000.0
Negombo,house,5,1,4295,82800000.0
Battaramulla,house,5,1,3332,87700000.0
Battaramulla,apartment,2,2,4733,138800000.0
Gampaha,apartment,4,4,4477,87600000.0
Nugegoda,house,5,6,4239,109500000.0
Rajagiriya,apartment,1,2,3546,123100000.0
Kandy,house,1,1,1805,32000000.0
Dehiwala,apartment,5,1,3903,130900000.0
Gampaha,apartment,1,1,1649,31100000.0
Nugegoda,house,4,4,1969,52700000.0
Galle,land,0,0,8647,101500000.0
Dehiwala,house,3,4,2247,61600000.0
Colombo,house,1,1,4866,173800000.0
Colombo,apartment,5,4,3047,133200000.0
Galle,land,0,0,8371,101500000.0
Dehiwala,apartment,4,5,1941,67600000.0
Kurunegala,house,3,1,2572,35300000.0
Colombo,house,2,1,2678,100700000.0
Negombo,apartment,3,2,2672,62100000.0
Battaramulla,house,2,1,4452,107500000.0
Gampaha,house,5,5,3138,62400000.0
Negombo,house,2,3,3048,61500000.0
Negombo,house,2,1,2889,54100000.0
Kurunegala,house,4,5,2958,46700000.0
Gampaha,house,1,1,4105,62300000.0
Galle,house,4,5,1072,28700000.0
Kandy,house,1,1,3037,50800000.0
Battaramulla,house,5,3,1372,42200000.0
Kurunegala,house,1,2,1413,19700000.0
Galle,apartment,1,1,1268,27800000.0
Rajagiriya,house,2,3,1662,55100000.0
Gampaha,house,5,4,4005,68600000.0
Colombo,house,1,2,4783,176900000.0
Negombo,apartment,2,1,1685,39100000.0
Dehiwala,apartment,1,2,3671,118100000.0
Rajagiriya,apartment,2,3,1019,42200000.0
Galle,house,3,2,2872,56600000.0
Galle,house,4,2,1903,41600000.0
Galle,house,5,5,4230,80900000.0
Galle,house,4,3,2332,50600000.0
Dehiwala,house,3,1,3489,90800000.0
Colombo,house,1,1,3856,130700000.0
Kurunegala,land,0,0,5951,51100000.0
Negombo,house,3,2,4638,86100000.0
Kurunegala,house,2,2,1517,22500000.0
Kurunegala,land,0,0,9112,76500000.0
Nugegoda,house,5,2,850,27700000.0
Battaramulla,house,3,2,771,25400000.0
Colombo,house,2,3,4334,162200000.0
Gampaha,house,2,1,3523,55600000.0
Rajagiriya,apartment,4,4,2635,101900000.0
Colombo,house,2,3,1020,42600000.0
Battaramulla,house,1,2,3178,79500000.0
Battaramulla,house,5,6,1927,58800000.0
Gampaha,apartment,5,5,3286,69300000.0
Galle,apartment,4,4,1154,32500000.0
Kurunegala,apartment,3,2,4387,66600000.0
Kurunegala,house,1,2,1386,19600000.0
Kandy,apartment,4,2,4246,85500000.0
Kandy,house,4,5,4044,79000000.0
Battaramulla,house,5,5,4722,127200000.0
Nugegoda,house,5,4,4502,114300000.0
Negombo,apartment,5,3,2609,67700000.0
Colombo,house,4,5,2516,100600000.0
Kandy,apartment,2,2,3900,79400000.0
Negombo,house,1,2,4310,79400000.0
Negombo,apartment,4,1,2400,58000000.0
Negombo,house,1,1,3518,68600000.0
Nugegoda,house,5,3,1399,43900000.0
Colombo,house,4,2,1625,64300000.0
Kurunegala,apartment,1,2,2672,40800000.0
Negombo,house,5,5,1878,46400000.0
Colombo,house,5,2,3697,135100000.0
Colombo,apartment,1,2,1073,50400000.0
Kurunegala,house,1,1,1291,18600000.0
Dehiwala,house,5,6,3615,108300000.0
Nugegoda,house,3,1,3978,96700000.0
Rajagiriya,house,1,1,1666,46700000.0
Battaramulla,house,1,1,4823,112500000.0
Battaramulla,house,2,1,2962,75900000.0
Rajagiriya,house,4,4,4975,141900000.0
Kurunegala,house,3,3,4260,59600000.0
Colombo,house,4,1,1443,56700000.0
Gampaha,house,3,4,4959,82100000.0
Battaramulla,apartment,5,5,2265,77500000.0
Kandy,apartment,5,4,916,28400000.0
Nugegoda,house,5,3,1905,56300000.0
Kandy,apartment,4,3,3784,83500000.0
Rajagiriya,house,5,3,4101,126700000.0
Galle,land,0,0,4639,57900000.0
Nugegoda,house,5,1,1157,35800000.0
Negombo,apartment,3,1,4571,105700000.0
Colombo,apartment,4,1,1656,77100000.0
Colombo,house,5,1,1648,68600000.0
Nugegoda,land,0,0,1687,27200000.0
Gampaha,apartment,4,5,2914,60700000.0
Rajagiriya,land,0,0,8004,157600000.0
Nugegoda,house,3,2,4261,102600000.0
Galle,house,4,1,990,24000000.0
Nugegoda,house,3,3,1604,45300000.0
Colombo,apartment,1,1,1810,81200000.0
Gampaha,apartment,1,1,4712,89700000.0
Rajagiriya,land,0,0,1834,37700000.0
Colombo,apartment,3,1,4988,220700000.0
Galle,house,5,6,937,29100000.0
Negombo,apartment,4,1,4764,111800000.0
Battaramulla,house,2,2,2563,69300000.0
Kandy,house,3,2,1054,24300000.0
Negombo,house,2,2,1735,35000000.0
Nugegoda,land,0,0,6337,103700000.0
Battaramulla,house,5,3,3523,94600000.0
Battaramulla,apartment,2,1,3013,88400000.0
Gampaha,house,3,4,1367,29400000.0
Galle,house,3,4,3065,62700000.0
Gampaha,house,4,1,4946,84600000.0
Colombo,house,5,1,3984,150400000.0
Dehiwala,house,4,4,4419,116600000.0
Negombo,apartment,4,3,4651,113800000.0
Kurunegala,house,4,3,2178,35000000.0
Dehiwala,land,0,0,4172,75200000.0
Gampaha,apartment,5,4,4301,90300000.0
Nugegoda,house,2,1,1028,27700000.0
Kandy,apartment,1,2,3091,64700000.0
Gampaha,house,1,1,1921,32200000.0
Galle,apartment,4,2,4637,104500000.0
Colombo,land,0,0,2977,73100000.0
Colombo,house,2,1,3723,140700000.0
Rajagiriya,house,4,4,1173,42300000.0
Rajagiriya,house,2,1,1512,46200000.0
Gampaha,house,2,1,838,16500000.0
Colombo,house,4,1,3733,140200000.0
Rajagiriya,land,0,0,7804,157400000.0
Battaramulla,land,0,0,8661,146700000.0
Rajagiriya,house,2,1,3565,102900000.0
Dehiwala,apartment,2,3,1591,51600000.0
Galle,house,1,1,2682,50100000.0
Colombo,house,2,1,2115,76200000.0
Battaramulla,house,1,2,4320,109500000.0
Battaramulla,house,5,3,4252,108700000.0
Galle,apartment,3,4,2782,65200000.0
Kurunegala,house,4,4,4624,68600000.0
Colombo,house,4,1,1363,55200000.0
Kandy,house,1,1,3762,59700000.0
Galle,house,4,4,2277,47600000.0
Kurunegala,house,1,2,4096,51900000.0
Rajagiriya,house,2,2,1255,38600000.0
Kurunegala,land,0,0,7626,65400000.0
Rajagiriya,house,3,1,2671,81100000.0
Rajagiriya,house,5,5,834,35500000.0
Battaramulla,land,0,0,9418,154800000.0
Nugegoda,house,2,3,4708,113100000.0
Gampaha,house,5,4,776,22600000.0
Kurunegala,house,5,3,1216,24400000.0
Colombo,house,2,2,3437,119600000.0
Colombo,house,4,5,3335,127500000.0
Galle,apartment,2,1,2260,49600000.0
Kurunegala,apartment,1,2,1773,27800000.0
Kurunegala,house,1,1,4093,51200000.0
Galle,house,1,1,3218,54500000.0
Kandy,apartment,2,1,3435,69400000.0
Gampaha,land,0,0,8261,88900000.0
Battaramulla,apartment,4,3,2436,82200000.0
Galle,land,0,0,9616,117200000.0
Rajagiriya,apartment,5,5,4870,173500000.0
Negombo,house,2,3,3356,67500000.0
Gampaha,house,5,5,4988,84400000.0
Colombo,land,0,0,1467,35100000.0
Rajagiriya,house,2,1,1831,56400000.0
Nugegoda,house,4,4,1563,47600000.0
Colombo,land,0,0,2716,67300000.0
Galle,house,5,5,953,27400000.0
Gampaha,house,5,4,1289,29800000.0
Kurunegala,apartment,1,1,2605,41300000.0
Battaramulla,apartment,2,1,2378,72800000.0
Kandy,apartment,4,5,3526,77300000.0
Colombo,land,0,0,2883,74100000.0
Galle,house,3,1,4835,90500000.0
Dehiwala,apartment,4,2,1799,64200000.0
Battaramulla,house,3,2,2040,53300000.0
Dehiwala,house,3,3,2142,63200000.0
Kandy,house,3,3,2355,43300000.0
Gampaha,apartment,1,2,3420,64600000.0
Nugegoda,house,5,5,2904,77200000.0
Kurunegala,house,5,3,1471,28100000.0
Colombo,house,2,1,3553,131500000.0
Negombo,apartment,5,5,4346,111500000.0
Kurunegala,house,4,1,3423,45900000.0
Kandy,house,5,6,840,26600000.0
Negombo,house,3,2,4016,77100000.0
Nugegoda,house,5,2,3180,86000000.0
Nugegoda,apartment,2,1,1147,35700000.0
Galle,apartment,3,1,4676,102700000.0
Kandy,apartment,1,1,4750,89400000.0
Nugegoda,house,4,3,938,29200000.0
Dehiwala,apartment,5,3,796,36000000.0
Galle,land,0,0,7741,93600000.0
Gampaha,apartment,4,1,3756,76800000.0
Nugegoda,house,4,3,1968,53800000.0
Nugegoda,house,2,3,4304,100200000.0
Kandy,land,0,0,1388,15200000.0
Nugegoda,apartment,5,4,1185,46300000.0
Gampaha,apartment,2,2,1523,32700000.0
Rajagiriya,house,5,3,4017,118100000.0
Dehiwala,land,0,0,5680,104300000.0
Galle,apartment,3,2,3499,76500000.0
Kurunegala,house,4,1,2613,40200000.0
Colombo,apartment,2,1,2505,110500000.0
Galle,apartment,4,3,3781,86700000.0
Galle,apartment,2,3,848,22800000.0
Gampaha,apartment,3,3,4379,85300000.0
Kurunegala,house,1,2,4025,50000000.0
Gampaha,apartment,4,4,4819,93600000.0
Rajagiriya,apartment,3,2,1095,43900000.0
Nugegoda,apartment,5,2,982,38300000.0
Dehiwala,house,4,2,1200,38700000.0
Galle,house,5,6,3023,68100000.0
Kurunegala,land,0,0,1411,11600000.0
Gampaha,land,0,0,2974,30600000.0
Rajagiriya,apartment,5,4,3286,127700000.0
Battaramulla,house,4,2,4686,117400000.0
Nugegoda,apartment,1,1,2422,67100000.0
Kurunegala,house,2,2,4202,53700000.0
Kandy,house,2,3,4284,75200000.0
Gampaha,house,1,2,2586,43600000.0
Colombo,apartment,1,2,3713,153100000.0
Battaramulla,house,3,2,1677,48800000.0
Kurunegala,land,0,0,4819,40800000.0
Battaramulla,apartment,5,6,3736,122700000.0
Gampaha,house,1,1,2718,44600000.0
Galle,house,4,4,2093,43900000.0
Gampaha,house,1,2,1607,28600000.0
Nugegoda,apartment,4,4,1555,52700000.0
Negombo,apartment,5,3,1630,45900000.0
Nugegoda,apartment,4,4,2792,89600000.0
Kandy,apartment,5,5,2601,61300000.0
Rajagiriya,land,0,0,4910,100400000.0
Rajagiriya,house,5,5,3924,119600000.0
Kandy,house,3,2,2699,50600000.0
Negombo,house,3,3,3461,66600000.0
Kurunegala,house,2,2,775,14500000.0
Kurunegala,land,0,0,6863,60400000.0
Colombo,house,5,1,4677,167100000.0
Rajagiriya,house,2,2,3019,85100000.0
Colombo,house,1,2,2620,91900000.0
Battaramulla,house,5,1,1301,38100000.0
Dehiwala,house,5,5,3257,95700000.0
Gampaha,house,2,3,3477,61000000.0
Gampaha,apartment,3,3,4171,86700000.0
Gampaha,house,5,4,4894,86500000.0
Nugegoda,house,3,3,4558,114800000.0
Kurunegala,land,0,0,3365,29600000.0
Rajagiriya,house,4,3,2112,65300000.0
Rajagiriya,house,5,2,1981,68100000.0
Dehiwala,apartment,2,1,3729,119600000.0
Negombo,apartment,3,1,2736,61400000.0
Dehiwala,apartment,5,6,3801,124600000.0
Colombo,apartment,4,1,4752,213300000.0
Gampaha,apartment,2,3,2523,52400000.0
Negombo,apartment,1,1,4215,97100000.0
Nugegoda,apartment,2,3,4444,134100000.0
Colombo,apartment,3,1,4147,181100000.0
Rajagiriya,house,4,4,4515,136500000.0
Negombo,house,1,1,2851,53900000.0
Negombo,house,3,4,4057,80200000.0
Kurunegala,house,2,2,850,14600000.0
Gampaha,house,3,3,4376,72900000.0
Gampaha,house,5,2,4373,72600000.0
Gampaha,apartment,5,1,4179,85100000.0
Kurunegala,house,5,5,4102,60200000.0
Negombo,house,3,3,1281,31600000.0
Gampaha,apartment,1,1,2281,42800000.0
Gampaha,house,5,2,4574,80800000.0
Kurunegala,apartment,3,2,834,19400000.0
Kandy,house,5,3,4915,91600000.0
Battaramulla,land,0,0,1570,26900000.0
Nugegoda,land,0,0,3691,58000000.0
Battaramulla,house,2,2,2462,65600000.0
Dehiwala,house,1,2,1332,35700000.0
Dehiwala,house,4,3,2187,61100000.0
Battaramulla,apartment,1,2,1877,56400000.0
Nugegoda,house,3,3,3557,90300000.0
Nugegoda,house,5,6,3896,107300000.0
Kurunegala,apartment,1,1,3838,60600000.0
Galle,apartment,1,1,945,22100000.0
Negombo,apartment,1,1,3633,82300000.0
Nugegoda,house,1,2,4728,116200000.0
Kurunegala,house,5,4,2947,45900000.0
Rajagiriya,apartment,1,1,4098,140400000.0
Gampaha,house,3,3,1007,21900000.0
Galle,house,3,4,1672,37200000.0
Negombo,apartment,5,1,939,29100000.0
Rajagiriya,apartment,1,1,3434,120500000.0
Galle,land,0,0,4877,58100000.0
Dehiwala,apartment,3,4,1304,47600000.0
Rajagiriya,apartment,2,1,1591,59700000.0
Kurunegala,land,0,0,5946,48900000.0
Negombo,house,5,3,2143,51200000.0
Gampaha,house,1,2,3450,56500000.0
Nugegoda,house,2,2,2667,67600000.0
Negombo,house,5,6,3795,82600000.0
Gampaha,apartment,2,1,4668,86000000.0
Galle,apartment,2,2,3449,75800000.0
Kandy,apartment,3,3,4415,93000000.0
Dehiwala,house,5,4,2149,68400000.0
Kandy,house,4,1,1302,27100000.0
Kurunegala,house,5,3,1543,28700000.0
Kandy,apartment,1,1,4589,94200000.0
Kandy,house,5,6,3274,67700000.0
Galle,house,5,6,2978,62100000.0
Rajagiriya,apartment,1,2,4702,154400000.0
Negombo,house,4,5,1591,40500000.0
Gampaha,apartment,5,6,4284,94700000.0
Dehiwala,house,5,1,4710,121500000.0
Dehiwala,house,2,1,2114,58800000.0
Nugegoda,apartment,1,2,2080,61600000.0
Negombo,house,3,4,4115,79200000.0
Negombo,house,5,5,3792,84700000.0
Rajagiriya,house,4,1,2970,87900000.0
Dehiwala,house,1,2,3160,83700000.0
Negombo,house,3,4,2599,53900000.0
Galle,apartment,1,1,1009,23300000.0
Rajagiriya,house,3,3,2966,86700000.0
Nugegoda,apartment,5,5,2005,71000000.0
Colombo,apartment,1,1,4708,191600000.0
Nugegoda,house,3,2,2862,75200000.0
Rajagiriya,house,2,2,3452,101500000.0
Kandy,land,0,0,1414,16500000.0
Battaramulla,house,1,2,3162,76600000.0
Kandy,house,3,2,3097,55400000.0
Nugegoda,house,3,3,4451,111400000.0
Kandy,apartment,1,1,3306,67900000.0
Nugegoda,house,3,4,1811,49400000.0
Kurunegala,land,0,0,2163,18200000.0
Galle,apartment,4,1,1052,27700000.0
Battaramulla,house,5,2,4267,111500000.0
Kandy,apartment,3,4,3659,80000000.0
Dehiwala,house,5,4,2070,61500000.0
Dehiwala,apartment,5,5,1782,66900000.0
Rajagiriya,apartment,4,2,3295,114900000.0
Galle,house,3,4,804,21600000.0
Gampaha,apartment,1,2,4626,90500000.0
Rajagiriya,house,4,5,2578,82300000.0
Rajagiriya,house,2,3,1185,39100000.0
Battaramulla,apartment,5,5,2710,86500000.0
Kandy,land,0,0,2724,29700000.0
Nugegoda,house,5,1,1133,33900000.0
Battaramulla,house,4,5,1650,50500000.0
Kurunegala,land,0,0,7579,65000000.0
Nugegoda,apartment,5,6,3137,100300000.0
Kurunegala,land,0,0,3503,29800000.0
Gampaha,house,3,1,1258,23900000.0
Kurunegala,house,2,1,1186,17600000.0
Kurunegala,house,1,1,4844,60500000.0
Rajagiriya,house,1,1,2648,74900000.0
Nugegoda,house,1,2,3319,78700000.0
Galle,house,4,2,4023,75400000.0
Nugegoda,land,0,0,7425,115300000.0
Dehiwala,apartment,2,1,3255,104900000.0
Dehiwala,house,3,3,3869,102300000.0
Kandy,house,2,1,1315,23800000.0
Nugegoda,house,4,2,863,27000000.0
Dehiwala,house,1,1,3717,98300000.0
Kurunegala,house,4,1,2011,31600000.0
Negombo,house,1,2,4953,91000000.0
Rajagiriya,apartment,3,3,1542,61100000.0
Kurunegala,house,4,5,2121,35900000.0
Galle,house,5,2,3692,71000000.0
Rajagiriya,house,1,1,3797,108800000.0
Kurunegala,apartment,3,1,4651,71000000.0
Battaramulla,house,1,2,4768,120800000.0
Dehiwala,house,1,2,4778,124100000.0
Dehiwala,house,2,2,3756,96000000.0
Gampaha,house,1,1,4665,71300000.0
Kandy,land,0,0,5429,63200000.0
Dehiwala,house,4,1,2532,67600000.0
Battaramulla,house,3,2,3708,96000000.0
Kurunegala,house,2,2,801,14300000.0
Dehiwala,land,0,0,2674,46600000.0
Rajagiriya,land,0,0,8792,169000000.0
Dehiwala,apartment,1,2,3157,98700000.0
Negombo,apartment,2,1,913,23700000.0
Kurunegala,house,3,4,3842,52800000.0
Colombo,apartment,4,3,1710,83300000.0
Rajagiriya,apartment,2,1,4256,145700000.0
Kurunegala,house,2,1,2367,31000000.0
Dehiwala,house,4,4,2190,63800000.0
Negombo,house,2,3,4746,90900000.0
Galle,house,5,4,1843,41300000.0
Galle,house,5,1,3104,64200000.0
Battaramulla,house,1,1,1792,45000000.0
Rajagiriya,apartment,3,1,2341,85900000.0
Colombo,house,5,1,1943,78500000.0
Kurunegala,house,4,5,4225,64300000.0
Kurunegala,apartment,5,1,4740,78500000.0
Kurunegala,apartment,4,1,1048,21900000.0
Kurunegala,house,2,2,4858,65300000.0
Rajagiriya,house,4,3,2670,87300000.0
Rajagiriya,house,1,2,2365,66700000.0
Rajagiriya,apartment,3,4,3956,147900000.0
Dehiwala,land,0,0,6178,107200000.0
Colombo,house,5,2,3830,139800000.0
Kurunegala,house,5,6,3679,57600000.0
Gampaha,apartment,2,3,1465,32700000.0
Kandy,house,1,1,3837,66900000.0
Kurunegala,apartment,1,2,1168,21000000.0
Rajagiriya,apartment,1,2,3517,116800000.0
Nugegoda,house,3,3,3368,89000000.0
Kandy,house,3,2,2443,47000000.0
Kandy,apartment,2,3,4561,89300000.0
Galle,house,5,1,3166,59600000.0
Gampaha,house,3,2,2137,38400000.0
Battaramulla,house,1,1,1327,33700000.0
Negombo,house,3,2,932,22800000.0
Dehiwala,land,0,0,1524,27800000.0
Dehiwala,land,0,0,5432,96400000.0
Battaramulla,house,1,1,4691,120700000.0
Battaramulla,house,1,1,2199,57000000.0
Galle,apartment,4,4,835,25900000.0
Negombo,land,0,0,5653,71700000.0
Negombo,house,1,1,1006,20200000.0
Kandy,house,5,5,4093,76000000.0
Rajagiriya,apartment,5,3,4415,164500000.0
Galle,apartment,4,2,1174,33300000.0
Negombo,house,1,1,3306,64200000.0
Battaramulla,house,3,1,1193,33200000.0
Gampaha,house,1,1,2691,44900000.0
Negombo,house,4,3,3666,74600000.0
Rajagiriya,house,3,1,4043,122800000.0
Kurunegala,house,1,1,2311,30300000.0
Colombo,house,2,2,3434,123500000.0
Negombo,apartment,2,1,1640,38600000.0
Kandy,house,4,2,4072,76200000.0
Negombo,house,1,2,3758,71300000.0
Negombo,apartment,5,1,4321,103000000.0
Negombo,land,0,0,6980,88400000.0
Kurunegala,house,4,4,3987,58100000.0
Colombo,house,2,1,3990,140700000.0
Negombo,apartment,1,2,2088,50800000.0
Dehiwala,house,1,1,1805,45300000.0
Dehiwala,house,5,1,1792,53100000.0
Colombo,house,2,1,2627,100100000.0
Colombo,apartment,4,1,975,48600000.0
Dehiwala,apartment,5,5,4852,164900000.0
Dehiwala,house,2,3,2577,70700000.0
Galle,house,1,1,2938,54100000.0
Colombo,house,5,6,3485,139000000.0
Dehiwala,house,5,2,4579,126400000.0
Dehiwala,house,3,1,1730,50200000.0
Gampaha,apartment,1,1,3345,65200000.0
Galle,land,0,0,9495,108700000.0
Negombo,house,3,3,1170,27900000.0
Rajagiriya,apartment,2,1,4249,143600000.0
Battaramulla,apartment,4,2,1101,41000000.0
Nugegoda,house,5,3,3478,86400000.0
Kurunegala,apartment,4,4,2226,42600000.0
Colombo,apartment,3,3,4439,198500000.0
Kurunegala,house,1,2,3728,48100000.0
Negombo,house,5,1,3814,76700000.0
Nugegoda,house,5,1,2172,61200000.0
Gampaha,house,4,2,2488,44400000.0
Nugegoda,house,5,4,1248,39200000.0
Nugegoda,house,4,5,1481,44700000.0
Battaramulla,house,3,3,3828,97600000.0
Battaramulla,house,1,2,4868,123900000.0
Galle,apartment,4,1,1222,32500000.0
Rajagiriya,house,3,3,1107,37100000.0
Dehiwala,land,0,0,2028,35600000.0
Colombo,house,4,2,1800,69800000.0
Gampaha,house,5,5,928,25300000.0
Kurunegala,house,5,6,2500,45500000.0
Rajagiriya,house,3,3,4875,145600000.0
Nugegoda,apartment,3,4,3370,97500000.0
Nugegoda,house,2,2,4764,118500000.0
Galle,apartment,3,1,3811,82800000.0
Battaramulla,house,3,1,2335,61500000.0
Battaramulla,house,5,3,1591,51000000.0
Colombo,apartment,4,4,1195,57900000.0
Kurunegala,house,5,2,1680,28400000.0
Negombo,house,4,2,3584,74400000.0
Gampaha,house,2,3,2422,41800000.0
Kandy,house,5,3,1808,40700000.0
Kurunegala,apartment,3,4,880,22200000.0
Kurunegala,house,5,4,2067,36600000.0
Battaramulla,house,3,3,797,26400000.0
Dehiwala,apartment,4,3,1317,47600000.0
Colombo,house,2,2,3755,131500000.0
Kurunegala,house,2,3,3501,49600000.0
Kurunegala,house,1,1,1532,19900000.0
Dehiwala,apartment,1,1,1492,45500000.0
Battaramulla,apartment,3,2,2125,64800000.0
Nugegoda,house,3,4,2229,57900000.0
Gampaha,apartment,2,2,2190,44900000.0
Gampaha,house,3,1,1209,23100000.0
Nugegoda,house,4,4,2118,60000000.0
Kurunegala,house,2,3,1222,20300000.0
Galle,house,4,4,3143,65000000.0
Negombo,land,0,0,3390,43500000.0
Dehiwala,house,5,4,3131,90000000.0
Colombo,apartment,5,3,2792,122900000.0
Kurunegala,house,5,1,4654,64700000.0
Colombo,house,5,6,854,44800000.0
Rajagiriya,house,2,2,2239,69900000.0
Kurunegala,house,5,1,4803,63100000.0
Nugegoda,apartment,5,4,4212,125000000.0
Negombo,house,1,1,4691,82900000.0
Nugegoda,apartment,3,4,2636,78500000.0
Nugegoda,land,0,0,9560,157800000.0
Kandy,house,1,2,1713,30700000.0
Kurunegala,house,1,1,803,12300000.0
Kurunegala,house,1,1,1218,17000000.0
Battaramulla,apartment,5,2,839,33800000.0
Colombo,apartment,1,1,4531,191700000.0
Kandy,apartment,4,5,3002,71300000.0
Kandy,apartment,1,2,813,18700000.0
Colombo,apartment,4,5,842,48000000.0
Negombo,land,0,0,6508,85400000.0
Rajagiriya,apartment,2,3,4706,166300000.0
Rajagiriya,apartment,4,2,3881,144200000.0
Kandy,land,0,0,2798,31700000.0
Kandy,house,1,2,3741,65400000.0
Battaramulla,house,5,3,2655,76200000.0
Colombo,house,1,2,3253,121700000.0
Nugegoda,apartment,3,4,1538,51800000.0
Galle,house,3,1,2197,43500000.0
Kurunegala,land,0,0,6570,55100000.0
Galle,house,2,2,2160,41900000.0
Negombo,house,3,2,4219,84900000.0
Negombo,house,5,3,4322,86300000.0
Rajagiriya,land,0,0,5468,110900000.0
Dehiwala,apartment,3,4,4446,145400000.0
Gampaha,apartment,3,3,3383,68300000.0
Negombo,house,1,1,1303,26500000.0
Kurunegala,house,4,1,1868,30600000.0
Rajagiriya,house,4,5,3094,94000000.0
Battaramulla,apartment,5,1,2734,83800000.0
Negombo,apartment,2,3,1955,45800000.0
Battaramulla,apartment,5,3,4136,133000000.0
Galle,apartment,4,3,3254,73400000.0
Kandy,house,3,1,1939,36700000.0
Kurunegala,house,3,2,3483,49500000.0
Galle,house,5,4,4000,77900000.0
Galle,house,4,5,2011,45700000.0
Dehiwala,apartment,2,3,4018,122200000.0
Nugegoda,house,5,6,1132,38000000.0
Kurunegala,house,3,3,3164,43400000.0
Battaramulla,house,1,2,3948,94200000.0
Galle,land,0,0,4727,58200000.0
Nugegoda,house,5,5,3654,92100000.0
Rajagiriya,house,4,1,4432,126700000.0
Nugegoda,house,1,1,4767,107600000.0
Battaramulla,house,1,2,3866,91800000.0
Kandy,apartment,1,2,3957,77000000.0
Galle,apartment,1,2,2347,50100000.0
Battaramulla,house,3,4,2077,60300000.0
Gampaha,apartment,1,1,2302,46000000.0
Battaramulla,apartment,2,1,1779,56400000.0
Kandy,apartment,2,3,3890,80100000.0
Colombo,apartment,2,2,2946,124200000.0
Rajagiriya,apartment,4,3,976,42300000.0
Kandy,house,3,4,3421,60700000.0
Gampaha,house,2,3,4071,65000000.0
Nugegoda,house,3,2,4412,106000000.0
Battaramulla,house,1,2,2731,67600000.0
Kurunegala,house,1,1,2603,32800000.0
Rajagiriya,apartment,5,6,4263,153900000.0
Galle,house,3,4,1444,32700000.0
Kandy,house,4,2,4117,71600000.0
Kandy,house,4,2,4239,78300000.0
Kurunegala,apartment,4,3,3673,62800000.0
Colombo,house,4,1,2820,106100000.0
Kandy,apartment,2,3,4867,96100000.0
Negombo,apartment,3,3,4478,104100000.0
Galle,house,4,4,4936,93400000.0
Kurunegala,house,2,1,2798,38600000.0
Dehiwala,house,2,2,4065,109600000.0
Kandy,house,5,6,3450,68500000.0
Nugegoda,house,5,5,3085,80600000.0
Kurunegala,house,5,1,910,19000000.0
Negombo,house,4,1,3272,65500000.0
Kurunegala,apartment,5,4,2270,45100000.0
Dehiwala,house,5,5,3830,104500000.0
Kurunegala,house,1,2,4551,60800000.0
Gampaha,apartment,2,2,4377,84500000.0
Battaramulla,apartment,1,2,2933,87500000.0
Battaramulla,apartment,3,2,4722,139500000.0
Kandy,house,4,4,2412,50000000.0
Nugegoda,house,3,2,4453,104200000.0
Dehiwala,house,3,4,791,29600000.0
Galle,house,2,2,3018,58200000.0
Gampaha,apartment,2,1,2777,51500000.0
Negombo,apartment,5,3,980,32700000.0
Nugegoda,house,1,1,4461,104100000.0
Kurunegala,house,5,5,2833,45700000.0
Rajagiriya,house,1,1,1652,48500000.0
Galle,house,1,1,2001,38100000.0
Colombo,house,1,2,4330,151500000.0
Kandy,house,3,4,4153,72000000.0
Kandy,apartment,3,1,3847,81500000.0
Dehiwala,house,1,1,3707,96600000.0
Dehiwala,house,3,2,2462,68500000.0
Dehiwala,house,2,1,3861,103400000.0
Gampaha,house,1,1,841,15700000.0
Colombo,house,3,4,2769,109700000.0
Kandy,house,1,1,4755,78300000.0
Galle,house,1,1,1195,22800000.0
Kandy,house,5,2,2562,49800000.0
Kurunegala,house,2,3,4415,58200000.0
Galle,house,4,5,2062,43900000.0
Battaramulla,house,4,2,3090,85500000.0
Gampaha,house,2,1,1455,26300000.0
Battaramulla,apartment,5,2,1719,61000000.0
Gampaha,apartment,5,2,2083,48000000.0
Nugegoda,apartment,1,1,2095,62100000.0
Dehiwala,land,0,0,1689,30600000.0
Colombo,apartment,1,2,4804,195200000.0
Kandy,house,1,2,4813,81600000.0
Galle,land,0,0,6067,73600000.0
Galle,apartment,2,3,1205,30600000.0
Battaramulla,house,4,3,3843,99300000.0
Kandy,land,0,0,3764,41000000.0
Rajagiriya,apartment,4,4,4171,154800000.0
Rajagiriya,house,3,4,1683,53700000.0
Battaramulla,house,2,2,4869,118800000.0
Battaramulla,house,1,1,1757,45800000.0
Galle,apartment,1,2,2565,57500000.0
Rajagiriya,house,3,3,1094,37800000.0
Kandy,house,4,2,1733,36700000.0
Kandy,house,3,1,3650,66700000.0
Negombo,house,2,2,2236,44400000.0
Rajagiriya,apartment,4,5,4938,185500000.0
Nugegoda,house,2,3,1123,32200000.0
Gampaha,house,2,1,4042,67600000.0
Kurunegala,house,4,5,1122,25100000.0
Kurunegala,apartment,3,4,4428,75200000.0
Gampaha,house,4,1,1670,32000000.0
Kandy,apartment,5,2,2024,48400000.0
Negombo,land,0,0,8165,100800000.0
Galle,house,1,1,4808,85000000.0
Kurunegala,house,2,1,3737,50600000.0
Dehiwala,house,3,2,2314,67500000.0
Dehiwala,house,3,1,4240,107000000.0
Negombo,house,1,1,1821,34800000.0
